id,v_mag,v_angle,voltage_level_id,x,y,time
VL24_0,136.896,-8.943765337,VL24,1336,1174,7:00
VL25_0,144.9,-1.887651719,VL25,731,1390,7:00
VL26_0,350.17499999999995,-0.107153906,VL26,702,1298,7:00
VL27_0,133.584,-14.46203758,VL27,247,1233,7:00
VL28_0,132.6964067854002,-16.18675321,VL28,261,1104,7:00
VL29_0,132.92382491563478,-17.17925521,VL29,261,975,7:00
VL30_0,340.0036876593693,-11.02847019,VL30,703,846,7:00
VL31_0,133.446,-17.0624383,VL31,457,1045,7:00
VL32_0,132.97490255650715,-15.01294189,VL32,474,1055,7:00
VL33_0,134.07506838559485,-19.19964106,VL33,1430,263,7:00
VL34_0,136.04846483775185,-18.55180457,VL34,1529,449,7:00
VL35_0,135.33354321125097,-18.97902473,VL35,1375,687,7:00
VL36_0,135.24,-18.97460483,VL36,1598,616,7:00
VL37_0,136.89288182654423,-18.08798028,VL37,1634,381,7:00
VL38_0,331.87867658548504,-12.94962478,VL38,1699,1006,7:00
VL39_0,133.92221634568048,-21.46020454,VL39,1668,282,7:00
VL40_0,133.86,-22.53388439,VL40,1638,123,7:00
VL41_0,133.42291485372235,-22.97860567,VL41,1842,123,7:00
VL42_0,135.93,-21.37936368,VL42,1935,123,7:00
VL43_0,135.0288886988869,-18.5919884,VL43,1825,461,7:00
VL44_0,135.92902991485298,-16.09765232,VL44,1866,371,7:00
VL45_0,136.15656314107034,-14.26373171,VL45,1900,590,7:00
VL46_0,138.69,-11.45613243,VL46,1897,713,7:00
VL47_0,140.3516247,-9.227169564,VL47,1981,739,7:00
VL48_0,140.84733190286025,-10.01148541,VL48,2028,551,7:00
VL49_0,141.45,-9.007878548,VL49,2063,721,7:00
VL50_0,138.1492719828793,-11.04736568,VL50,2316,446,7:00
VL51_0,133.4286996976915,-13.66700941,VL51,2374,407,7:00
VL52_0,132.0405723047556,-14.62062205,VL52,2057,251,7:00
VL53_0,130.54548203121098,-15.59609218,VL53,2063,123,7:00
VL54_0,131.79,-14.68475244,VL54,2179,123,7:00
VL55_0,131.376,-14.97443251,VL55,2475,123,7:00
VL56_0,131.652,-14.78775957,VL56,2307,123,7:00
VL57_0,133.9402370391953,-13.58236327,VL57,2316,328,7:00
VL58_0,132.3471575671747,-14.43931806,VL58,2375,309,7:00
VL59_0,135.93,-10.58397908,VL59,2632,295,7:00
VL60_0,137.05555158336824,-6.801370989,VL60,2632,530,7:00
VL61_0,137.31,-5.909995246,VL61,2632,700,7:00
VL62_0,137.724,-6.526335784,VL62,2481,1075,7:00
VL63_0,334.2131899010189,-7.203683858,VL63,2560,295,7:00
VL64_0,339.3888928643122,-5.436992349,VL64,2537,623,7:00
VL65_0,346.725,-2.308887709,VL65,2307,1228,7:00
VL66_0,144.9,-2.471012849,VL66,2272,1075,7:00
VL67_0,140.71601813557723,-5.111393985,VL67,2373,997,7:00
VL68_0,346.12147314293054,-2.422282216,VL68,2144,1250,7:00
VL69_0,142.82999999999998,0,VL69,2051,1235,7:00
VL70_0,135.792,-7.403612072,VL70,1601,1175,7:00
VL71_0,136.1842920527438,-7.820055812,VL71,1549,1306,7:00
VL72_0,135.24,-8.937575893,VL72,1469,1252,7:00
VL73_0,136.758,-8.033628488,VL73,1487,1362,7:00
VL74_0,132.204,-8.348257988,VL74,1555,1490,7:00
VL75_0,133.49094953472436,-7.085016745,VL75,1605,1549,7:00
VL76_0,130.134,-8.218595548,VL76,1892,1453,7:00
VL77_0,138.828,-3.269622633,VL77,1904,1546,7:00
VL78_0,138.4724341941196,-3.574067636,VL78,2055,1393,7:00
VL79_0,139.2728165136227,-3.276052551,VL79,2080,1332,7:00
VL80_0,143.52,-1.033673678,VL80,2101,1453,7:00
VL81_0,343.89823416837964,-1.876594838,VL81,2148,1391,7:00
VL82_0,136.44786115176137,-2.762261398,VL82,1870,1668,7:00
VL83_0,135.86567380366975,-1.576062356,VL83,1612,1737,7:00
VL84_0,135.2067262551467,0.951163155,VL84,1577,1788,7:00
VL85_0,135.93,2.5022224731448945,VL85,1550,1906,7:00
VL86_0,136.1619411184367,1.127039851022746,VL86,1589,1978,7:00
VL87_0,163.415,1.3771614165352128,VL87,1658,2054,7:00
VL88_0,136.2693782236244,5.630254877364697,VL88,1694,1904,7:00
VL89_0,138.69,9.683650119684604,VL89,1787,1904,7:00
VL90_0,135.93,3.275356656624703,VL90,1816,2024,7:00
VL91_0,135.24,3.293859923284261,VL91,2038,2026,7:00
VL92_0,136.93502382724728,3.798166695,VL92,2054,1904,7:00
VL93_0,136.19446577684425,0.7904109993252395,VL93,2125,1835,7:00
VL94_0,136.7005476099439,-1.360751297,VL94,2194,1737,7:00
VL95_0,135.36928445659828,-2.328922855,VL95,2100,1737,7:00
VL96_0,136.99034346886245,-2.491664647,VL96,2090,1666,7:00
VL97_0,139.56936270172093,-2.113185929,VL97,2105,1570,7:00
VL98_0,141.24409411901414,-2.594304208,VL98,2253,1524,7:00
VL99_0,139.38,-2.967032897,VL99,2358,1453,7:00
VL100_0,140.34599999999998,-1.975437959,VL100,2300,1737,7:00
VL101_0,136.95647858317565,-0.402811582,VL101,2289,1976,7:00
VL102_0,136.7587804317354,2.294879256591927,VL102,2136,1977,7:00
VL103_0,138.09561024623244,-5.576693187,VL103,2393,1976,7:00
VL104_0,133.998,-8.322769625,VL104,2474,1737,7:00
VL105_0,133.30612327626332,-9.446415166,VL105,2567,1737,7:00
VL106_0,132.72582438810673,-9.693653077,VL106,2428,1587,7:00
VL107_0,131.376,-12.48886271,VL107,2697,1737,7:00
VL108_0,133.41928725461207,-10.64048825,VL108,2637,1880,7:00
VL109_0,133.50924536597006,-11.09100155,VL109,2637,1964,7:00
VL110_0,134.274,-11.93323908,VL110,2555,2048,7:00
VL111_0,135.24,-10.29180225,VL111,2508,2183,7:00
VL112_0,134.54999999999998,-15.03584664,VL112,2695,2050,7:00
VL113_0,137.034,-16.0683438,VL113,589,851,7:00
VL114_0,132.54002264694606,-15.3438962,VL114,488,1158,7:00
VL115_0,132.5245657172875,-15.35166426,VL115,618,1158,7:00
VL116_0,138.69,-2.857437101,VL116,2216,1219,7:00
VL117_0,134.3877736596717,-19.11697958,VL117,717,230,7:00
VL118_0,131.02190004004382,-8.07436377,VL118,1763,1453,7:00
VL1_0,131.79,-19.09251689,VL1,4,73,8:00
VL2_0,134.0522002329547,-18.55248018,VL2,140,73,8:00
VL3_0,133.54148989038023,-18.20916466,VL3,18,201,8:00
VL4_0,137.724,-14.49202176,VL4,91,293,8:00
VL5_0,138.27388863250275,-14.04671208,VL5,18,484,8:00
VL6_0,136.62,-16.77352393,VL6,276,484,8:00
VL7_0,136.52724366867054,-17.21786731,VL7,390,484,8:00
VL8_0,350.17499999999995,-9.025317471,VL8,103,846,8:00
VL9_0,359.8078100603008,-1.772458001,VL9,131,1002,8:00
VL10_0,362.25,5.807179502499308,VL10,133,1130,8:00
VL11_0,135.94230660002444,-17.05908957,VL11,245,290,8:00
VL12_0,136.62,-17.57597922,VL12,432,230,8:00
VL13_0,133.62587036165888,-18.43269027,VL13,603,458,8:00
VL14_0,135.73564403440238,-18.29061025,VL14,718,354,8:00
VL15_0,133.86,-18.5799764,VL15,777,454,8:00
VL16_0,135.77974945950362,-17.87599175,VL16,500,670,8:00
VL17_0,137.32838064168462,-16.06486494,VL17,646,720,8:00
VL18_0,134.274,-18.27749316,VL18,868,720,8:00
VL19_0,132.95265921961362,-18.76109274,VL19,974,615,8:00
VL20_0,132.2119588556907,-17.88099225,VL20,990,1035,8:00
VL21_0,132.28975520061633,-16.29286294,VL21,980,1059,8:00
VL22_0,133.81121987255193,-13.73813187,VL22,1062,1202,8:00
VL23_0,137.95230440278812,-8.817021074,VL23,1017,1261,8:00
VL24_0,136.896,-8.943765337,VL24,1336,1174,8:00
VL25_0,144.9,-1.887651719,VL25,731,1390,8:00
VL26_0,350.17499999999995,-0.107153906,VL26,702,1298,8:00
VL27_0,133.584,-14.46203758,VL27,247,1233,8:00
VL28_0,132.6964067854002,-16.18675321,VL28,261,1104,8:00
VL29_0,132.92382491563478,-17.17925521,VL29,261,975,8:00
VL30_0,340.0036876593693,-11.02847019,VL30,703,846,8:00
VL31_0,133.446,-17.0624383,VL31,457,1045,8:00
VL32_0,132.97490255650715,-15.01294189,VL32,474,1055,8:00
VL33_0,134.07506838559485,-19.19964106,VL33,1430,263,8:00
VL34_0,136.04846483775185,-18.55180457,VL34,1529,449,8:00
VL35_0,135.33354321125097,-18.97902473,VL35,1375,687,8:00
VL36_0,135.24,-18.97460483,VL36,1598,616,8:00
VL37_0,136.89288182654423,-18.08798028,VL37,1634,381,8:00
VL38_0,331.87867658548504,-12.94962478,VL38,1699,1006,8:00
VL39_0,133.92221634568048,-21.46020454,VL39,1668,282,8:00
VL40_0,133.86,-22.53388439,VL40,1638,123,8:00
VL41_0,133.42291485372235,-22.97860567,VL41,1842,123,8:00
VL42_0,135.93,-21.37936368,VL42,1935,123,8:00
VL43_0,135.0288886988869,-18.5919884,VL43,1825,461,8:00
VL44_0,135.92902991485298,-16.09765232,VL44,1866,371,8:00
VL45_0,136.15656314107034,-14.26373171,VL45,1900,590,8:00
VL46_0,138.69,-11.45613243,VL46,1897,713,8:00
VL47_0,140.3516247,-9.227169564,VL47,1981,739,8:00
VL48_0,140.84733190286025,-10.01148541,VL48,2028,551,8:00
VL49_0,141.45,-9.007878548,VL49,2063,721,8:00
VL50_0,138.1492719828793,-11.04736568,VL50,2316,446,8:00
VL51_0,133.4286996976915,-13.66700941,VL51,2374,407,8:00
VL52_0,132.0405723047556,-14.62062205,VL52,2057,251,8:00
VL53_0,130.54548203121098,-15.59609218,VL53,2063,123,8:00
VL54_0,131.79,-14.68475244,VL54,2179,123,8:00
VL55_0,131.376,-14.97443251,VL55,2475,123,8:00
VL56_0,131.652,-14.78775957,VL56,2307,123,8:00
VL57_0,133.9402370391953,-13.58236327,VL57,2316,328,8:00
VL58_0,132.3471575671747,-14.43931806,VL58,2375,309,8:00
VL59_0,135.93,-10.58397908,VL59,2632,295,8:00
VL60_0,137.05555158336824,-6.801370989,VL60,2632,530,8:00
VL61_0,137.31,-5.909995246,VL61,2632,700,8:00
VL62_0,137.724,-6.526335784,VL62,2481,1075,8:00
VL63_0,334.2131899010189,-7.203683858,VL63,2560,295,8:00
VL64_0,339.3888928643122,-5.436992349,VL64,2537,623,8:00
VL65_0,346.725,-2.308887709,VL65,2307,1228,8:00
VL66_0,144.9,-2.471012849,VL66,2272,1075,8:00
VL67_0,140.71601813557723,-5.111393985,VL67,2373,997,8:00
VL68_0,346.12147314293054,-2.422282216,VL68,2144,1250,8:00
VL69_0,142.82999999999998,0,VL69,2051,1235,8:00
VL70_0,135.792,-7.403612072,VL70,1601,1175,8:00
VL71_0,136.1842920527438,-7.820055812,VL71,1549,1306,8:00
VL72_0,135.24,-8.937575893,VL72,1469,1252,8:00
VL73_0,136.758,-8.033628488,VL73,1487,1362,8:00
VL74_0,132.204,-8.348257988,VL74,1555,1490,8:00
VL75_0,133.49094953472436,-7.085016745,VL75,1605,1549,8:00
VL76_0,130.134,-8.218595548,VL76,1892,1453,8:00
VL77_0,138.828,-3.269622633,VL77,1904,1546,8:00
VL78_0,138.4724341941196,-3.574067636,VL78,2055,1393,8:00
VL79_0,139.2728165136227,-3.276052551,VL79,2080,1332,8:00
VL80_0,143.52,-1.033673678,VL80,2101,1453,8:00
VL81_0,343.89823416837964,-1.876594838,VL81,2148,1391,8:00
VL82_0,136.44786115176137,-2.762261398,VL82,1870,1668,8:00
VL83_0,135.86567380366975,-1.576062356,VL83,1612,1737,8:00
VL84_0,135.2067262551467,0.951163155,VL84,1577,1788,8:00
VL85_0,135.93,2.5022224731448945,VL85,1550,1906,8:00
VL86_0,136.1619411184367,1.127039851022746,VL86,1589,1978,8:00
VL87_0,163.415,1.3771614165352128,VL87,1658,2054,8:00
VL88_0,136.2693782236244,5.630254877364697,VL88,1694,1904,8:00
VL89_0,138.69,9.683650119684604,VL89,1787,1904,8:00
VL90_0,135.93,3.275356656624703,VL90,1816,2024,8:00
VL91_0,135.24,3.293859923284261,VL91,2038,2026,8:00
VL92_0,136.93502382724728,3.798166695,VL92,2054,1904,8:00
VL93_0,136.19446577684425,0.7904109993252395,VL93,2125,1835,8:00
VL94_0,136.7005476099439,-1.360751297,VL94,2194,1737,8:00
VL95_0,135.36928445659828,-2.328922855,VL95,2100,1737,8:00
VL96_0,136.99034346886245,-2.491664647,VL96,2090,1666,8:00
VL97_0,139.56936270172093,-2.113185929,VL97,2105,1570,8:00
VL98_0,141.24409411901414,-2.594304208,VL98,2253,1524,8:00
VL99_0,139.38,-2.967032897,VL99,2358,1453,8:00
VL100_0,140.34599999999998,-1.975437959,VL100,2300,1737,8:00
VL101_0,136.95647858317565,-0.402811582,VL101,2289,1976,8:00
VL102_0,136.7587804317354,2.294879256591927,VL102,2136,1977,8:00
VL103_0,138.09561024623244,-5.576693187,VL103,2393,1976,8:00
VL104_0,133.998,-8.322769625,VL104,2474,1737,8:00
VL105_0,133.30612327626332,-9.446415166,VL105,2567,1737,8:00
VL106_0,132.72582438810673,-9.693653077,VL106,2428,1587,8:00
VL107_0,131.376,-12.48886271,VL107,2697,1737,8:00
VL108_0,133.41928725461207,-10.64048825,VL108,2637,1880,8:00
VL109_0,133.50924536597006,-11.09100155,VL109,2637,1964,8:00
VL110_0,134.274,-11.93323908,VL110,2555,2048,8:00
VL111_0,135.24,-10.29180225,VL111,2508,2183,8:00
VL112_0,134.54999999999998,-15.03584664,VL112,2695,2050,8:00
VL113_0,137.034,-16.0683438,VL113,589,851,8:00
VL114_0,132.54002264694606,-15.3438962,VL114,488,1158,8:00
VL115_0,132.5245657172875,-15.35166426,VL115,618,1158,8:00
VL116_0,138.69,-2.857437101,VL116,2216,1219,8:00
VL117_0,134.3877736596717,-19.11697958,VL117,717,230,8:00
VL118_0,131.02190004004382,-8.07436377,VL118,1763,1453,8:00
VL1_0,131.79,-19.09251689,VL1,4,73,9:00
VL2_0,134.0522002329547,-18.55248018,VL2,140,73,9:00
VL3_0,133.54148989038023,-18.20916466,VL3,18,201,9:00
VL4_0,137.724,-14.49202176,VL4,91,293,9:00
VL5_0,138.27388863250275,-14.04671208,VL5,18,484,9:00
VL6_0,136.62,-16.77352393,VL6,276,484,9:00
VL7_0,136.52724366867054,-17.21786731,VL7,390,484,9:00
VL8_0,350.17499999999995,-9.025317471,VL8,103,846,9:00
VL9_0,359.8078100603008,-1.772458001,VL9,131,1002,9:00
VL10_0,362.25,5.807179502499308,VL10,133,1130,9:00
VL11_0,135.94230660002444,-17.05908957,VL11,245,290,9:00
VL12_0,136.62,-17.57597922,VL12,432,230,9:00
VL13_0,133.62587036165888,-18.43269027,VL13,603,458,9:00
VL14_0,135.73564403440238,-18.29061025,VL14,718,354,9:00
VL15_0,133.86,-18.5799764,VL15,777,454,9:00
VL16_0,135.77974945950362,-17.87599175,VL16,500,670,9:00
VL17_0,137.32838064168462,-16.06486494,VL17,646,720,9:00
VL18_0,134.274,-18.27749316,VL18,868,720,9:00
VL19_0,132.95265921961362,-18.76109274,VL19,974,615,9:00
VL20_0,132.2119588556907,-17.88099225,VL20,990,1035,9:00
VL21_0,132.28975520061633,-16.29286294,VL21,980,1059,9:00
VL22_0,133.81121987255193,-13.73813187,VL22,1062,1202,9:00
VL23_0,137.95230440278812,-8.817021074,VL23,1017,1261,9:00
VL24_0,136.896,-8.943765337,VL24,1336,1174,9:00
VL25_0,144.9,-1.887651719,VL25,731,1390,9:00
VL26_0,350.17499999999995,-0.107153906,VL26,702,1298,9:00
VL27_0,133.584,-14.46203758,VL27,247,1233,9:00
VL28_0,132.6964067854002,-16.18675321,VL28,261,1104,9:00
VL29_0,132.92382491563478,-17.17925521,VL29,261,975,9:00
VL30_0,340.0036876593693,-11.02847019,VL30,703,846,9:00
VL31_0,133.446,-17.0624383,VL31,457,1045,9:00
VL32_0,132.97490255650715,-15.01294189,VL32,474,1055,9:00
VL33_0,134.07506838559485,-19.19964106,VL33,1430,263,9:00
VL34_0,136.04846483775185,-18.55180457,VL34,1529,449,9:00
VL35_0,135.33354321125097,-18.97902473,VL35,1375,687,9:00
VL36_0,135.24,-18.97460483,VL36,1598,616,9:00
VL37_0,136.89288182654423,-18.08798028,VL37,1634,381,9:00
VL38_0,331.87867658548504,-12.94962478,VL38,1699,1006,9:00
VL39_0,133.92221634568048,-21.46020454,VL39,1668,282,9:00
VL40_0,133.86,-22.53388439,VL40,1638,123,9:00
VL41_0,133.42291485372235,-22.97860567,VL41,1842,123,9:00
VL42_0,135.93,-21.37936368,VL42,1935,123,9:00
VL43_0,135.0288886988869,-18.5919884,VL43,1825,461,9:00
VL44_0,135.92902991485298,-16.09765232,VL44,1866,371,9:00
VL45_0,136.15656314107034,-14.26373171,VL45,1900,590,9:00
VL46_0,138.69,-11.45613243,VL46,1897,713,9:00
VL47_0,140.3516247,-9.227169564,VL47,1981,739,9:00
VL48_0,140.84733190286025,-10.01148541,VL48,2028,551,9:00
VL49_0,141.45,-9.007878548,VL49,2063,721,9:00
VL50_0,138.1492719828793,-11.04736568,VL50,2316,446,9:00
VL51_0,133.4286996976915,-13.66700941,VL51,2374,407,9:00
VL52_0,132.0405723047556,-14.62062205,VL52,2057,251,9:00
VL53_0,130.54548203121098,-15.59609218,VL53,2063,123,9:00
VL54_0,131.79,-14.68475244,VL54,2179,123,9:00
VL55_0,131.376,-14.97443251,VL55,2475,123,9:00
VL56_0,131.652,-14.78775957,VL56,2307,123,9:00
VL57_0,133.9402370391953,-13.58236327,VL57,2316,328,9:00
VL58_0,132.3471575671747,-14.43931806,VL58,2375,309,9:00
VL59_0,135.93,-10.58397908,VL59,2632,295,9:00
VL60_0,137.05555158336824,-6.801370989,VL60,2632,530,9:00
VL61_0,137.31,-5.909995246,VL61,2632,700,9:00
VL62_0,137.724,-6.526335784,VL62,2481,1075,9:00
VL63_0,334.2131899010189,-7.203683858,VL63,2560,295,9:00
VL64_0,339.3888928643122,-5.436992349,VL64,2537,623,9:00
VL65_0,346.725,-2.308887709,VL65,2307,1228,9:00
VL66_0,144.9,-2.471012849,VL66,2272,1075,9:00
VL67_0,140.71601813557723,-5.111393985,VL67,2373,997,9:00
VL68_0,346.12147314293054,-2.422282216,VL68,2144,1250,9:00
VL69_0,142.82999999999998,0,VL69,2051,1235,9:00
VL70_0,135.792,-7.403612072,VL70,1601,1175,9:00
VL71_0,136.1842920527438,-7.820055812,VL71,1549,1306,9:00
VL72_0,135.24,-8.937575893,VL72,1469,1252,9:00
VL73_0,136.758,-8.033628488,VL73,1487,1362,9:00
VL74_0,132.204,-8.348257988,VL74,1555,1490,9:00
VL75_0,133.49094953472436,-7.085016745,VL75,1605,1549,9:00
VL76_0,130.134,-8.218595548,VL76,1892,1453,9:00
VL77_0,138.828,-3.269622633,VL77,1904,1546,9:00
VL78_0,138.4724341941196,-3.574067636,VL78,2055,1393,9:00
VL79_0,139.2728165136227,-3.276052551,VL79,2080,1332,9:00
VL80_0,143.52,-1.033673678,VL80,2101,1453,9:00
VL81_0,343.89823416837964,-1.876594838,VL81,2148,1391,9:00
VL82_0,136.44786115176137,-2.762261398,VL82,1870,1668,9:00
VL83_0,135.86567380366975,-1.576062356,VL83,1612,1737,9:00
VL84_0,135.2067262551467,0.951163155,VL84,1577,1788,9:00
VL85_0,135.93,2.5022224731448945,VL85,1550,1906,9:00
VL86_0,136.1619411184367,1.127039851022746,VL86,1589,1978,9:00
VL87_0,163.415,1.3771614165352128,VL87,1658,2054,9:00
VL88_0,136.2693782236244,5.630254877364697,VL88,1694,1904,9:00
VL89_0,138.69,9.683650119684604,VL89,1787,1904,9:00
VL90_0,135.93,3.275356656624703,VL90,1816,2024,9:00
VL91_0,135.24,3.293859923284261,VL91,2038,2026,9:00
VL92_0,136.93502382724728,3.798166695,VL92,2054,1904,9:00
VL93_0,136.19446577684425,0.7904109993252395,VL93,2125,1835,9:00
VL94_0,136.7005476099439,-1.360751297,VL94,2194,1737,9:00
VL95_0,135.36928445659828,-2.328922855,VL95,2100,1737,9:00
VL96_0,136.99034346886245,-2.491664647,VL96,2090,1666,9:00
VL97_0,139.56936270172093,-2.113185929,VL97,2105,1570,9:00
VL98_0,141.24409411901414,-2.594304208,VL98,2253,1524,9:00
VL99_0,139.38,-2.967032897,VL99,2358,1453,9:00
VL100_0,140.34599999999998,-1.975437959,VL100,2300,1737,9:00
VL101_0,136.95647858317565,-0.402811582,VL101,2289,1976,9:00
VL102_0,136.7587804317354,2.294879256591927,VL102,2136,1977,9:00
VL103_0,138.09561024623244,-5.576693187,VL103,2393,1976,9:00
VL104_0,133.998,-8.322769625,VL104,2474,1737,9:00
VL105_0,133.30612327626332,-9.446415166,VL105,2567,1737,9:00
VL106_0,132.72582438810673,-9.693653077,VL106,2428,1587,9:00
VL107_0,131.376,-12.48886271,VL107,2697,1737,9:00
VL108_0,133.41928725461207,-10.64048825,VL108,2637,1880,9:00
VL109_0,133.50924536597006,-11.09100155,VL109,2637,1964,9:00
VL110_0,134.274,-11.93323908,VL110,2555,2048,9:00
VL111_0,135.24,-10.29180225,VL111,2508,2183,9:00
VL112_0,134.54999999999998,-15.03584664,VL112,2695,2050,9:00
VL113_0,137.034,-16.0683438,VL113,589,851,9:00
VL114_0,132.54002264694606,-15.3438962,VL114,488,1158,9:00
VL115_0,132.5245657172875,-15.35166426,VL115,618,1158,9:00
VL116_0,138.69,-2.857437101,VL116,2216,1219,9:00
VL117_0,134.3877736596717,-19.11697958,VL117,717,230,9:00
VL118_0,131.02190004004382,-8.07436377,VL118,1763,1453,9:00
VL1_0,131.79,-19.09251689,VL1,4,73,10:00
VL2_0,134.0522002329547,-18.55248018,VL2,140,73,10:00
VL3_0,133.54148989038023,-18.20916466,VL3,18,201,10:00
VL4_0,137.724,-14.49202176,VL4,91,293,10:00
VL5_0,138.27388863250275,-14.04671208,VL5,18,484,10:00
VL6_0,136.62,-16.77352393,VL6,276,484,10:00
VL7_0,136.52724366867054,-17.21786731,VL7,390,484,10:00
VL8_0,350.17499999999995,-9.025317471,VL8,103,846,10:00
VL9_0,359.8078100603008,-1.772458001,VL9,131,1002,10:00
VL10_0,362.25,5.807179502499308,VL10,133,1130,10:00
VL11_0,135.94230660002444,-17.05908957,VL11,245,290,10:00
VL12_0,136.62,-17.57597922,VL12,432,230,10:00
VL13_0,133.62587036165888,-18.43269027,VL13,603,458,10:00
VL14_0,135.73564403440238,-18.29061025,VL14,718,354,10:00
VL15_0,133.86,-18.5799764,VL15,777,454,10:00
VL16_0,135.77974945950362,-17.87599175,VL16,500,670,10:00
VL17_0,137.32838064168462,-16.06486494,VL17,646,720,10:00
VL18_0,134.274,-18.27749316,VL18,868,720,10:00
VL19_0,132.95265921961362,-18.76109274,VL19,974,615,10:00
VL20_0,132.2119588556907,-17.88099225,VL20,990,1035,10:00
VL21_0,132.28975520061633,-16.29286294,VL21,980,1059,10:00
VL22_0,133.81121987255193,-13.73813187,VL22,1062,1202,10:00
VL23_0,137.95230440278812,-8.817021074,VL23,1017,1261,10:00
VL24_0,136.896,-8.943765337,VL24,1336,1174,10:00
VL25_0,144.9,-1.887651719,VL25,731,1390,10:00
VL26_0,350.17499999999995,-0.107153906,VL26,702,1298,10:00
VL27_0,133.584,-14.46203758,VL27,247,1233,10:00
VL28_0,132.6964067854002,-16.18675321,VL28,261,1104,10:00
VL29_0,132.92382491563478,-17.17925521,VL29,261,975,10:00
VL30_0,340.0036876593693,-11.02847019,VL30,703,846,10:00
VL31_0,133.446,-17.0624383,VL31,457,1045,10:00
VL32_0,132.97490255650715,-15.01294189,VL32,474,1055,10:00
VL33_0,134.07506838559485,-19.19964106,VL33,1430,263,10:00
VL34_0,136.04846483775185,-18.55180457,VL34,1529,449,10:00
VL35_0,135.33354321125097,-18.97902473,VL35,1375,687,10:00
VL36_0,135.24,-18.97460483,VL36,1598,616,10:00
VL37_0,136.89288182654423,-18.08798028,VL37,1634,381,10:00
VL38_0,331.87867658548504,-12.94962478,VL38,1699,1006,10:00
VL39_0,133.92221634568048,-21.46020454,VL39,1668,282,10:00
VL40_0,133.86,-22.53388439,VL40,1638,123,10:00
VL41_0,133.42291485372235,-22.97860567,VL41,1842,123,10:00
VL42_0,135.93,-21.37936368,VL42,1935,123,10:00
VL43_0,135.0288886988869,-18.5919884,VL43,1825,461,10:00
VL44_0,135.92902991485298,-16.09765232,VL44,1866,371,10:00
VL45_0,136.15656314107034,-14.26373171,VL45,1900,590,10:00
VL46_0,138.69,-11.45613243,VL46,1897,713,10:00
VL47_0,140.3516247,-9.227169564,VL47,1981,739,10:00
VL48_0,140.84733190286025,-10.01148541,VL48,2028,551,10:00
VL49_0,141.45,-9.007878548,VL49,2063,721,10:00
VL50_0,138.1492719828793,-11.04736568,VL50,2316,446,10:00
VL51_0,133.4286996976915,-13.66700941,VL51,2374,407,10:00
VL52_0,132.0405723047556,-14.62062205,VL52,2057,251,10:00
VL53_0,130.54548203121098,-15.59609218,VL53,2063,123,10:00
VL54_0,131.79,-14.68475244,VL54,2179,123,10:00
VL55_0,131.376,-14.97443251,VL55,2475,123,10:00
VL56_0,131.652,-14.78775957,VL56,2307,123,10:00
VL57_0,133.9402370391953,-13.58236327,VL57,2316,328,10:00
VL58_0,132.3471575671747,-14.43931806,VL58,2375,309,10:00
VL59_0,135.93,-10.58397908,VL59,2632,295,10:00
VL60_0,137.05555158336824,-6.801370989,VL60,2632,530,10:00
VL61_0,137.31,-5.909995246,VL61,2632,700,10:00
VL62_0,137.724,-6.526335784,VL62,2481,1075,10:00
VL63_0,334.2131899010189,-7.203683858,VL63,2560,295,10:00
VL64_0,339.3888928643122,-5.436992349,VL64,2537,623,10:00
VL65_0,346.725,-2.308887709,VL65,2307,1228,10:00
VL66_0,144.9,-2.471012849,VL66,2272,1075,10:00
VL67_0,140.71601813557723,-5.111393985,VL67,2373,997,10:00
VL68_0,346.12147314293054,-2.422282216,VL68,2144,1250,10:00
VL69_0,142.82999999999998,0,VL69,2051,1235,10:00
VL70_0,135.792,-7.403612072,VL70,1601,1175,10:00
VL71_0,136.1842920527438,-7.820055812,VL71,1549,1306,10:00
VL72_0,135.24,-8.937575893,VL72,1469,1252,10:00
VL73_0,136.758,-8.033628488,VL73,1487,1362,10:00
VL74_0,132.204,-8.348257988,VL74,1555,1490,10:00
VL75_0,133.49094953472436,-7.085016745,VL75,1605,1549,10:00
VL76_0,130.134,-8.218595548,VL76,1892,1453,10:00
VL77_0,138.828,-3.269622633,VL77,1904,1546,10:00
VL78_0,138.4724341941196,-3.574067636,VL78,2055,1393,10:00
VL79_0,139.2728165136227,-3.276052551,VL79,2080,1332,10:00
VL80_0,143.52,-1.033673678,VL80,2101,1453,10:00
VL81_0,343.89823416837964,-1.876594838,VL81,2148,1391,10:00
VL82_0,136.44786115176137,-2.762261398,VL82,1870,1668,10:00
VL83_0,135.86567380366975,-1.576062356,VL83,1612,1737,10:00
VL84_0,135.2067262551467,0.951163155,VL84,1577,1788,10:00
VL85_0,135.93,2.5022224731448945,VL85,1550,1906,10:00
VL86_0,136.1619411184367,1.127039851022746,VL86,1589,1978,10:00
VL87_0,163.415,1.3771614165352128,VL87,1658,2054,10:00
VL88_0,136.2693782236244,5.630254877364697,VL88,1694,1904,10:00
VL89_0,138.69,9.683650119684604,VL89,1787,1904,10:00
VL90_0,135.93,3.275356656624703,VL90,1816,2024,10:00
VL91_0,135.24,3.293859923284261,VL91,2038,2026,10:00
VL92_0,136.93502382724728,3.798166695,VL92,2054,1904,10:00
VL93_0,136.19446577684425,0.7904109993252395,VL93,2125,1835,10:00
VL94_0,136.7005476099439,-1.360751297,VL94,2194,1737,10:00
